0.122649	0.0150429	0.0150429
0.146284	0.0219575	0.0213989
0.340739	0.192101	0.116103
0.338346	0.171493	0.114478
0.366099	0.182722	0.134029
0.400389	0.206768	0.160311
0.443909	0.248239	0.197055
0.399171	0.218134	0.159337
0.42771	0.241715	0.182936
0.475487	0.299533	0.226088
0.466033	0.284849	0.217187
0.496911	0.319432	0.246921
0.518383	0.341187	0.268721
0.482866	0.316849	0.233159
0.461896	0.297614	0.213348
0.468805	0.299494	0.219778
0.457654	0.286463	0.209447
0.462554	0.287102	0.213956
0.43912	0.272007	0.192826
0.446323	0.275411	0.199204
0.428147	0.262496	0.18331
0.442989	0.27645	0.196239
0.433866	0.266794	0.188239
0.423842	0.257235	0.179642
0.426617	0.256676	0.182002
0.439287	0.268789	0.192973
0.440763	0.267337	0.194272
0.442674	0.266514	0.19596
0.436302	0.259617	0.19036
0.429734	0.252871	0.184672
0.431091	0.251895	0.18584
0.435898	0.254714	0.190007
0.44138	0.258525	0.194817
0.445471	0.260831	0.198445
0.435142	0.25358	0.189349
0.427479	0.247241	0.182738
0.441111	0.264028	0.194579
0.449346	0.272043	0.201912
0.450693	0.271526	0.203124
0.440032	0.264752	0.193629
0.446032	0.269773	0.198944
0.444206	0.266598	0.197319
0.449037	0.270283	0.201635
0.443692	0.265179	0.196863
0.448908	0.269513	0.201518
0.441284	0.263864	0.194731
0.434468	0.258561	0.188763
0.439586	0.262811	0.193236
0.442396	0.264249	0.195714
0.450348	0.273076	0.202814
0.442553	0.267776	0.195853
0.442763	0.266582	0.196039
0.448858	0.272616	0.201473
0.458513	0.285001	0.210235
0.454288	0.280749	0.206377
0.463936	0.293401	0.215237
0.471918	0.303066	0.222706
0.479986	0.313071	0.230386
0.485635	0.318975	0.235841
0.47784	0.313664	0.228331
0.4722	0.308816	0.222973
0.465447	0.303881	0.21664
0.469383	0.307136	0.22032
0.463795	0.302533	0.215106
0.471821	0.312819	0.222615
0.470718	0.310492	0.221575
0.467763	0.306968	0.218802
0.464581	0.303383	0.215835
0.465647	0.303183	0.216827
0.463026	0.29999	0.214393
0.463287	0.29903	0.214635
0.456934	0.294878	0.208789
0.453616	0.29147	0.205768
0.447727	0.287535	0.20046
0.443281	0.283876	0.196498
0.444666	0.284099	0.197728
0.442255	0.281281	0.19559
0.438386	0.277928	0.192182
0.444258	0.284714	0.197365
0.440403	0.281386	0.193955
0.437924	0.278621	0.191778
0.442726	0.283659	0.196007
0.446414	0.286996	0.199285
0.448708	0.288442	0.201339
0.445796	0.285525	0.198734
0.442462	0.2825	0.195773
0.445134	0.284489	0.198145
0.440806	0.281303	0.19431
0.440346	0.279939	0.193905
0.439085	0.278015	0.192796
0.445101	0.285654	0.198114
0.443993	0.283829	0.19713
0.443917	0.28283	0.197062
0.4395	0.27983	0.19316
0.443776	0.284414	0.196937
0.444637	0.284338	0.197702
0.445992	0.284828	0.198909
0.450152	0.289358	0.202637
0.452693	0.291408	0.204931
0.456646	0.295686	0.208526
