-0.150858	0.321268
0.347397	-0.137018
-0.142389	-0.263928
0.382849	0.30741
0.227377	-0.047178
0.401323	0.0391623
-0.362931	0.422042
0.459737	0.0241289
-0.320294	-0.465968
-0.309086	-0.0582653
-0.464731	0.360608
0.174662	-0.391938
-0.104154	0.142443
0.458466	0.281459
-0.350918	-0.0547534
0.213101	-0.265919
0.13548	0.452306
0.289806	-0.28967
0.105994	0.219902
-0.448708	0.0167928
0.347658	0.124539
-0.238726	0.460928
-0.372745	0.498883
-0.449956	-0.0160036
-0.282018	-0.497087
0.0718184	0.268054
0.194869	-0.382226
0.00929425	-0.168697
0.0655304	0.385681
-0.330442	-0.00139392
-0.420663	0.347291
0.191756	0.326247
0.446984	-0.160847
-0.479196	0.0973102
-0.29817	0.293024
0.493955	-0.244357
0.323507	-0.0955301
-0.129255	-0.174951
0.0838098	0.0825005
-0.324648	-0.477201
-0.293569	-0.378906
0.108625	0.323171
-0.0211511	-0.19294
0.351182	-0.0983745
-0.179099	0.05031
-0.323536	-0.218688
0.185768	-0.460493
-0.187945	-0.45747
0.0121123	-0.0707067
-0.151	0.417889
0.00895237	0.289552
0.153298	-0.399586
-0.133101	0.221057
-0.336264	-0.398412
0.361029	-0.0124524
0.179424	-0.182051
-0.166102	0.147873
0.293621	0.248777
-0.405115	0.0030593
-0.405955	-0.45227
-0.00136553	0.305507
-0.268913	-0.374048
0.306295	0.30831
-0.407033	-0.465245
0.105356	0.152896
-0.20917	-0.132075
0.0652256	-0.312436
0.148121	0.306121
0.415548	-0.443358
0.139879	-0.108352
