-0.583418	0.812172
0.432976	-0.901406
0.574476	-0.818521
-0.651748	0.758436
-0.625789	0.779993
0.0874003	0.996173
0.741107	-0.671387
0.352947	-0.935643
-0.141666	-0.989914
-0.956386	0.292106
0.813874	-0.581042
-0.969879	-0.243588
0.651505	0.758644
0.882417	-0.470469
0.968172	-0.250287
-0.98853	-0.151026
0.427449	0.90404
0.977226	0.212203
0.362778	0.931875
-0.933733	0.357969
0.975546	0.219795
0.640365	-0.768071
-0.455883	-0.89004
0.778219	0.627993
-0.793402	0.608698
-0.625523	-0.780206
0.966141	-0.258015
0.196377	-0.980528
0.592442	0.805613
-0.941404	0.33728
-0.229771	-0.973245
0.0998533	0.995002
-0.659045	-0.752103
0.955434	-0.295206
0.247509	-0.968886
0.246682	0.969096
-0.786312	-0.61783
-0.187985	-0.982172
0.948517	0.316726
-0.994439	-0.105316
0.575817	-0.817578
-0.70915	-0.705058
-0.0707751	0.997492
0.970017	-0.243036
0.697018	0.717054
0.999975	-0.00701701
0.950971	0.309281
-0.994949	0.100384
0.199818	0.979833
0.999832	0.0183031
-0.899903	-0.436089
0.113196	-0.993573
-0.33951	-0.940602
0.738473	0.674283
-0.998295	-0.0583643
-0.488911	0.872334
-0.916426	-0.400204
0.752932	-0.658098
0.484187	0.874965
-0.999962	0.00875813
0.878307	0.478096
0.57393	-0.818904
-0.357845	-0.933781
0.460959	-0.887421
0.945031	-0.32698
-0.531325	0.847168
0.991469	0.130345
-0.818835	-0.574029
0.298059	0.954547
0.267046	-0.963684
